"sexo","raça","idade","rede_de_ensino","frequenta_escola","frequentou_escola","curso_frequentado","ultima_serie_frequentada","terminou_curso","V4001","V4002","V4003","V4004","condicao_domicilio","num_pessoas_domicilio","bolsa_familia","aux_governo","renda_per_capita"
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",5,"Não","Não",1318
"Mulher","Parda",16,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Primeira (o)","Não","Não","Não","Não","Não","Alugado",3,"Não","Não",317
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Alugado",4,"Não","Não",988
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",3,"Não","Não",283
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Sim",NA,"Próprio de algum morador - já pago",4,"Não","Não",1750
"Homem","Parda",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",5,"Não","Não",310
"Mulher","Parda",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Segunda (o)","Não","Não","Não","Não","Não","Próprio de algum morador - já pago",5,"Não","Não",310
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Segunda (o)","Não","Não","Não","Não","Não","Alugado",3,"Não","Não",1110
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Cedido por empregador",2,"Não","Não",1250
"Mulher","Branca",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Primeira (o)","Não","Sim",NA,NA,NA,"Outra condição",8,"Não","Não",266
"Mulher","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",4,"Não","Não",1025
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - ainda pagando",4,"Não","Não",2000
"Mulher","Branca",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - ainda pagando",4,"Não","Não",684
"Mulher","Branca",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Cedido por familiar",4,"Não","Não",400
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",2,"Não","Não",1507
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - ainda pagando",5,"Não","Não",11600
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Primeira (o)","Não","Não","Não","Não","Não","Próprio de algum morador - já pago",7,"Não","Não",1100
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",4,"Não","Não",1000
"Mulher","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Alugado",3,"Não","Não",1000
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Alugado",5,"Não","Não",850
"Mulher","Indígena",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Primeira (o)","Não","Não","Não","Não","Sim","Cedido por empregador",9,"Não","Não",744
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",4,"Não","Não",1225
"Homem","Parda",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",6,"Não","Não",648
"Mulher","Branca",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",4,"Não","Não",9050
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau",NA,NA,"Não","Não","Não","Não","Cedido por empregador",3,"Não","Não",910
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Cedido por empregador",4,"Não","Não",750
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Segunda (o)","Não","Sim",NA,NA,NA,"Cedido por empregador",2,"Não","Não",1800
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",3,"Não","Não",833
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",6,"Não","Não",50
"Homem","Parda",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",6,"Não","Não",50
"Mulher","Branca",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Primeira (o)","Não","Não","Não","Não","Não","Próprio de algum morador - já pago",4,"Não","Não",375
"Mulher","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Alugado",2,"Não","Não",550
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Alugado",4,"Não","Não",469
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",3,"Não","Não",333
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - ainda pagando",5,"Não","Não",402
"Mulher","Branca",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Alugado",3,"Não","Não",1267
"Homem","Branca",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",4,"Não","Não",504
"Mulher","Parda",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Segunda (o)","Não","Sim",NA,NA,NA,"Alugado",8,"Não","Não",717
"Mulher","Parda",16,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Primeira (o)","Não","Não","Não","Não","Não","Alugado",8,"Não","Não",717
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Alugado",2,"Não","Não",1500
"Homem","Branca",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",4,"Não","Não",675
"Mulher","Parda",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",3,"Não","Não",1672
"Homem","Parda",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Sim",NA,"Alugado",2,"Não","Não",934
"Mulher","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Alugado",3,"Não","Não",1500
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau",NA,NA,"Sim",NA,NA,NA,"Alugado",3,"Não","Não",1500
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",5,"Não","Não",540
"Homem","Preta",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",5,"Não","Não",347
"Homem","Parda",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Primeira (o)","Não","Sim",NA,NA,NA,"Cedido por empregador",1,"Não","Não",1205
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",2,"Não","Não",400
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Sim",NA,"Próprio de algum morador - já pago",5,"Não","Não",640
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",5,"Não","Não",4600
"Mulher","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",5,"Não","Não",867
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Segunda (o)","Não","Não","Não","Não","Não","Próprio de algum morador - já pago",3,"Não","Não",625
"Mulher","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - ainda pagando",5,"Não","Não",676
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Primeira (o)","Não","Sim",NA,NA,NA,"Alugado",4,"Não","Não",1040
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Alugado",3,"Não","Não",500
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",4,"Não","Não",1775
"Mulher","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Alugado",5,"Não","Não",1096
"Mulher","Branca",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",5,"Não","Não",900
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Alugado",5,"Não","Não",916
"Mulher","Preta",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Sim",NA,"Próprio de algum morador - já pago",4,"Não","Não",800
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",2,"Não","Não",850
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",4,"Não","Não",888
"Homem","Parda",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Alugado",5,"Não","Não",258
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",5,"Não","Não",3360
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",4,"Não","Não",1500
"Homem","Parda",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Primeira (o)","Não","Não","Não","Não","Não","Próprio de algum morador - ainda pagando",7,"Não","Não",194
"Mulher","Parda",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Sim",NA,"Alugado",2,"Não","Não",594
"Mulher","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Alugado",4,"Não","Não",0
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau",NA,NA,"Não","Não","Não","Não","Alugado",5,"Não","Não",244
"Mulher","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",5,"Não","Não",1360
"Mulher","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",5,"Não","Não",1026
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Alugado",4,"Não","Não",375
"Mulher","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Cedido por familiar",6,"Não","Não",361
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Cedido por familiar",6,"Não","Não",493
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Alugado",3,"Não","Não",650
"Mulher","Branca",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Alugado",5,"Não","Não",247
"Mulher","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",2,"Não","Não",1000
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - ainda pagando",3,"Não","Não",1533
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Alugado",3,"Não","Não",912
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Sim","Alugado",3,"Não","Não",2032
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Segunda (o)","Não","Sim",NA,NA,NA,"Alugado",3,"Não","Sim",360
"Homem","Branca",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Cedido por empregador",5,"Não","Não",1340
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Cedido por familiar",4,"Não","Não",225
"Mulher","Parda",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",3,"Não","Não",1400
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",5,"Não","Não",1400
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",7,"Não","Não",186
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Cedido por empregador",4,"Não","Não",800
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Cedido por empregador",6,"Não","Não",1517
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Não","Não","Não","Não","Não","Alugado",6,"Não","Não",1009
"Mulher","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",5,"Não","Não",813
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",6,"Não","Não",225
"Homem","Branca",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",4,"Não","Não",1750
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",3,"Não","Não",533
"Homem","Parda",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Primeira (o)","Não","Não","Não","Sim",NA,"Próprio de algum morador - já pago",3,"Não","Não",1533
"Mulher","Branca",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",3,"Não","Não",717
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",5,"Não","Não",360
"Mulher","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",5,"Não","Não",280
"Mulher","Parda",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - ainda pagando",4,"Não","Não",675
"Homem","Parda",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Primeira (o)","Não","Não","Não","Não","Não","Próprio de algum morador - já pago",5,"Não","Não",640
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Segunda (o)","Não","Sim",NA,NA,NA,"Próprio de algum morador - já pago",6,"Não","Não",433
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Segunda (o)","Não","Não","Não","Não","Não","Alugado",3,"Não","Não",500
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",4,"Não","Não",1445
